avg_entropy,avg_reward_per_episode,best_tax_advantage,cumulative_reward,dead_end_count,env_variant,episode_count,invalid_count,loophole,loss,positive_reward_count,random_action_prob,random_exploration_count,run,saved_snapshots,seed,source_dir,success_count,success_rate,total_steps,update
0.9448,-0.8000000000000005,0,-0.8000000000000005,,hard,0,0,barnes_group,1.270901660124461,0,0.25,38,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,128,0
1.1255,-0.7600000000000005,0,-0.7600000000000005,,hard,0,0,barnes_group,0.07948802784085274,0,0.2487,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,256,1
1.1391,-0.7700000000000005,0,-0.7700000000000005,,hard,0,0,barnes_group,0.25277164950966835,0,0.2475,38,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,384,2
1.1102,-0.7700000000000005,0,-0.7700000000000005,,hard,0,0,barnes_group,0.030676467965046566,0,0.2463,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,512,3
1.2289,-0.7700000000000005,0,-0.7700000000000005,,hard,0,0,barnes_group,0.07386975487073262,0,0.245,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,640,4
1.1838,-0.7500000000000004,0,-0.7500000000000004,,hard,0,0,barnes_group,0.01570882151524226,0,0.2438,30,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,768,5
1.1565,-0.7600000000000005,0,-0.7600000000000005,,hard,0,0,barnes_group,0.20609724521636963,0,0.2426,31,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,896,6
1.2001,-0.8300000000000005,0,-0.8300000000000005,,hard,0,0,barnes_group,0.026279788464307785,0,0.2414,32,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1024,7
1.202,-0.7900000000000004,0,-0.7900000000000004,,hard,0,0,barnes_group,0.058280503998200096,0,0.2402,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1152,8
1.354,-0.9000000000000006,0,-0.9000000000000006,,hard,0,0,barnes_group,0.05375955378015836,0,0.239,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1280,9
1.4605,-0.2000000000000006,35,-0.2000000000000006,,hard,1,0,barnes_group,0.0989564557870229,1,0.2378,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,1,1,1408,10
1.3624,-0.9900000000000007,0,-0.9900000000000007,,hard,0,0,barnes_group,0.038906220346689224,0,0.2366,25,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1536,11
1.4323,-1.2400000000000009,0,-1.2400000000000009,,hard,0,0,barnes_group,0.028901116301616032,0,0.2354,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1664,12
1.4474,-0.9900000000000007,0,-0.9900000000000007,,hard,0,0,barnes_group,-0.013977311551570892,0,0.2342,43,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1792,13
1.4632,-1.1700000000000006,0,-1.1700000000000006,,hard,0,0,barnes_group,0.07283221930265427,0,0.2331,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1920,14
1.3369,-0.9200000000000006,0,-0.9200000000000006,,hard,0,0,barnes_group,-0.036749341835578285,0,0.2319,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2048,15
1.38,-0.9100000000000006,0,-0.9100000000000006,,hard,0,0,barnes_group,0.07096207762757938,0,0.2307,32,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2176,16
1.462,-1.1400000000000008,0,-1.1400000000000008,,hard,0,0,barnes_group,0.002108809848626455,0,0.2296,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2304,17
1.3491,-0.9600000000000006,0,-0.9600000000000006,,hard,0,0,barnes_group,0.016483034938573837,0,0.2284,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2432,18
1.5836,-0.8900000000000005,0,-0.8900000000000005,,hard,0,0,barnes_group,-0.04007585346698761,0,0.2273,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2560,19
1.5759,-1.0500000000000007,0,-1.0500000000000007,,hard,0,0,barnes_group,-0.01795462891459465,0,0.2262,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2688,20
1.4368,-1.1300000000000008,0,-1.1300000000000008,,hard,0,0,barnes_group,0.04211790859699249,0,0.225,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2816,21
1.3971,-0.9900000000000007,0,-0.9900000000000007,,hard,0,0,barnes_group,-0.018902719020843506,0,0.2239,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2944,22
1.2312,-0.8500000000000005,0,-0.8500000000000005,,hard,0,0,barnes_group,0.018798254430294037,0,0.2228,29,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3072,23
1.3167,-1.0300000000000007,0,-1.0300000000000007,,hard,0,0,barnes_group,-0.037605551381905876,0,0.2217,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3200,24
1.5515,-0.9900000000000007,0,-0.9900000000000007,,hard,0,0,barnes_group,-0.05325558284918467,0,0.2206,30,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3328,25
1.6195,-1.0400000000000005,0,-1.0400000000000005,,hard,0,0,barnes_group,-0.039561512569586434,0,0.2195,32,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3456,26
1.4286,-0.8800000000000006,0,-0.8800000000000006,,hard,0,0,barnes_group,-0.05126204093297323,0,0.2184,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3584,27
1.532,-1.1800000000000006,0,-1.1800000000000006,,hard,0,0,barnes_group,-0.004748729368050893,0,0.2173,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3712,28
1.569,-1.1900000000000006,0,-1.1900000000000006,,hard,0,0,barnes_group,-0.0416935533285141,0,0.2162,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3840,29
1.3873,-1.440000000000001,0,-1.440000000000001,,hard,0,0,barnes_group,-0.056122166415055595,0,0.2151,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3968,30
1.5677,0.3899999999999997,35,0.7799999999999994,,hard,2,0,barnes_group,0.060393323500951133,3,0.214,35,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,2,1,4096,31
1.4978,0.4349999999999996,35,0.8699999999999992,,hard,2,0,barnes_group,0.05210307985544205,3,0.213,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,2,1,4224,32
1.4919,0.6066666666666665,35,1.8199999999999994,,hard,3,0,barnes_group,-0.042082266261180244,6,0.2119,29,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,3,1,4352,33
1.4615,0.5866666666666663,35,1.7599999999999991,,hard,3,0,barnes_group,-0.004826674858729045,4,0.2108,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,3,1,4480,34
1.2931,0.8485714285714302,35,5.940000000000011,,hard,7,0,barnes_group,0.06497464204827945,8,0.2098,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,7,1,4608,35
1.0371,0.07999999999999952,35,0.07999999999999952,,hard,1,0,barnes_group,0.13138505816459656,1,0.2087,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,1,1,4736,36
0.8682,-0.9000000000000006,0,-0.9000000000000006,,hard,0,0,barnes_group,0.004277275254329045,0,0.2077,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,4864,37
0.9396,0.5449999999999997,35,1.0899999999999994,,hard,2,0,barnes_group,0.14703371127446493,2,0.2066,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,2,1,4992,38
0.9463,0.8350000000000013,35,5.010000000000008,,hard,6,0,barnes_group,0.045555539429187775,8,0.2056,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,6,1,5120,39
1.1068,0.8400000000000007,35,5.0400000000000045,,hard,6,0,barnes_group,-0.004100518922011058,8,0.2046,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,6,1,5248,40
1.1591,0.7575000000000008,35,3.0300000000000034,,hard,4,0,barnes_group,-0.006940079232056935,5,0.2036,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,4,1,5376,41
1.1192,0.6733333333333332,35,2.0199999999999996,,hard,3,0,barnes_group,-0.052418582141399384,3,0.2025,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,3,1,5504,42
1.2083,0.8822222222222238,35,7.940000000000014,,hard,9,0,barnes_group,-0.04431458314259847,11,0.2015,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,5632,43
1.3301,0.855000000000002,35,6.840000000000016,,hard,8,0,barnes_group,0.008024002114931742,10,0.2005,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,5760,44
1.3279,0.8800000000000014,35,7.040000000000012,,hard,8,0,barnes_group,0.022984779129425686,9,0.1995,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,5888,45
1.3477,0.8700000000000015,35,6.0900000000000105,,hard,7,0,barnes_group,0.08026312043269475,8,0.1985,33,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,7,1,6016,46
1.3187,0.7900000000000007,35,3.9500000000000037,,hard,5,0,barnes_group,0.009831099460522333,6,0.1975,30,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,5,1,6144,47
1.302,0.8812500000000016,35,7.050000000000013,,hard,8,0,barnes_group,0.04163934911290804,8,0.1965,29,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,6272,48
1.2638,0.8811111111111128,35,7.930000000000016,,hard,9,0,barnes_group,0.06860992436607678,9,0.1956,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,6400,49
1.2254,0.7980000000000014,35,3.990000000000007,,hard,5,0,barnes_group,0.016195029020309448,7,0.1946,32,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,5,1,6528,50
1.2484,0.9253846153846166,35,12.030000000000015,,hard,13,0,barnes_group,-0.032935090363025665,14,0.1936,25,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,13,1,6656,51
1.1287,0.8333333333333339,35,5.0000000000000036,,hard,6,0,barnes_group,-0.008935413012901941,6,0.1926,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,6,1,6784,52
1.1288,0.9373015873015884,35,8.435714285714296,,hard,9,0,barnes_group,-0.025189053888122242,12,0.1917,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,6912,53
1.0684,0.9100000000000013,35,7.28000000000001,,hard,8,0,barnes_group,0.008545367668072382,8,0.1907,30,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,7040,54
1.1985,0.9100000000000006,35,8.190000000000005,,hard,9,0,barnes_group,-0.010764050607879957,11,0.1898,29,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,7168,55
1.2277,0.9300000000000008,35,10.23000000000001,,hard,11,0,barnes_group,-0.05587608367204666,15,0.1888,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,11,1,7296,56
1.149,0.898750000000001,35,7.190000000000008,,hard,8,0,barnes_group,-0.022538354620337486,8,0.1879,23,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,7424,57
1.1721,0.9111111111111122,35,8.20000000000001,,hard,9,0,barnes_group,-0.004956244180599849,11,0.1869,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,7552,58
1.0978,0.9155555555555563,35,8.240000000000007,,hard,9,0,barnes_group,-0.048839407662550606,11,0.186,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,7680,59
1.2609,0.9281818181818192,35,10.210000000000012,,hard,11,0,barnes_group,0.025206413120031357,11,0.1851,32,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,11,1,7808,60
1.1545,0.9076923076923087,35,11.800000000000013,,hard,13,0,barnes_group,0.04229515542586645,15,0.1841,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,13,1,7936,61
1.2427,0.8212500000000014,35,6.570000000000011,,hard,8,0,barnes_group,-0.028594714899857838,12,0.1832,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,8064,62
1.3066,0.830000000000001,35,6.640000000000008,,hard,8,0,barnes_group,0.008617247144381205,9,0.1823,23,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,8,1,8192,63
1.3632,0.7640000000000005,35,3.820000000000002,,hard,5,0,barnes_group,-0.01964264859755834,5,0.1814,23,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,5,1,8320,64
1.2336,0.9271428571428582,35,12.980000000000015,,hard,14,0,barnes_group,0.021751604974269867,15,0.1805,18,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,14,1,8448,65
1.2583,0.905555555555557,35,8.150000000000013,,hard,9,0,barnes_group,0.0022582014401753745,10,0.1796,25,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,9,1,8576,66
1.1729,0.9308333333333344,35,11.170000000000012,,hard,12,0,barnes_group,-0.03408541468282541,13,0.1787,27,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,12,1,8704,67
1.0959,0.951538461538462,35,12.370000000000006,,hard,13,0,barnes_group,-0.0011968500912189484,15,0.1778,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,13,1,8832,68
1.0469,0.9433333333333339,35,11.320000000000007,,hard,12,0,barnes_group,-0.0375124408553044,17,0.1769,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,12,1,8960,69
0.9808,0.9606250000000007,35,15.370000000000012,,hard,16,0,barnes_group,-0.026813410222530365,21,0.176,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,16,1,9088,70
1.0667,0.9385714285714294,35,13.140000000000011,,hard,14,0,barnes_group,-0.02724093695481618,21,0.1751,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,14,1,9216,71
1.0074,0.958888888888889,35,17.26,,hard,18,0,barnes_group,0.061106628427902855,26,0.1743,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,18,1,9344,72
1.0474,0.9338461538461549,35,12.140000000000013,,hard,13,0,barnes_group,0.03489130735397339,15,0.1734,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,13,1,9472,73
1.0037,0.9745454545454546,35,21.44,,hard,22,0,barnes_group,-0.02664666250348091,24,0.1725,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,22,1,9600,74
0.998,0.9745454545454543,35,21.439999999999994,,hard,22,0,barnes_group,0.05536816890041033,25,0.1717,24,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,22,1,9728,75
0.9975,0.9550000000000008,35,15.280000000000014,,hard,16,0,barnes_group,0.01904726152618726,17,0.1708,29,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,16,1,9856,76
0.9501,0.9672222222222229,35,17.41000000000001,,hard,18,0,barnes_group,0.07081271708011627,20,0.1699,21,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,18,1,9984,77
0.9282,0.9761904761904765,35,20.500000000000007,,hard,21,0,barnes_group,0.007963010420401892,21,0.1691,18,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,21,1,10112,78
0.9428,0.9644444444444448,35,17.360000000000007,,hard,18,0,barnes_group,0.02707258363564809,25,0.1683,23,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,18,1,10240,79
0.8497,0.9790476190476189,35,20.56,,hard,21,0,barnes_group,-0.0002905062089363734,26,0.1674,17,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,21,1,10368,80
0.908,0.9680000000000002,35,19.360000000000003,,hard,20,0,barnes_group,0.0950004979968071,23,0.1666,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,20,1,10496,81
0.9311,0.9639999999999997,35,19.279999999999994,,hard,20,0,barnes_group,0.10708702852328618,24,0.1657,25,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,20,1,10624,82
0.878,0.969,35,19.38,,hard,20,0,barnes_group,0.04142997724314531,23,0.1649,23,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,20,1,10752,83
0.9141,0.9526666666666674,35,14.290000000000012,,hard,15,0,barnes_group,0.019950804611047108,16,0.1641,25,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,15,1,10880,84
0.8002,0.9723809523809528,35,20.42000000000001,,hard,21,0,barnes_group,-0.025352330257495243,24,0.1633,19,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,21,1,11008,85
0.9401,0.9546666666666671,35,14.320000000000007,,hard,15,0,barnes_group,0.021722068389256794,17,0.1625,28,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,15,1,11136,86
1.0251,0.9535714285714293,35,13.35000000000001,,hard,14,0,barnes_group,-0.045777772863705955,14,0.1616,19,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,14,1,11264,87
0.8693,0.98531746031746,35,17.73571428571428,,hard,18,0,barnes_group,0.0019905144969622293,22,0.1608,19,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,18,1,11392,88
0.9188,0.9457142857142864,35,13.240000000000009,,hard,14,0,barnes_group,-0.0036435741931200027,17,0.16,18,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,14,1,11520,89
1.0461,0.9635000000000005,35,19.27000000000001,,hard,20,0,barnes_group,0.06605986754099528,23,0.1592,26,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,20,1,11648,90
0.9076,0.9526666666666674,35,14.290000000000012,,hard,15,0,barnes_group,0.014266811311244965,17,0.1584,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,15,1,11776,91
0.8581,0.9699999999999998,35,18.429999999999996,,hard,19,0,barnes_group,0.15398120880126953,19,0.1576,15,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,19,1,11904,92
0.9214,0.9661111111111117,35,17.39000000000001,,hard,18,0,barnes_group,0.05025117720166842,18,0.1569,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,18,1,12032,93
0.8658,0.9736363636363629,35,21.419999999999984,,hard,22,0,barnes_group,0.05645681048432986,23,0.1561,22,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,22,1,12160,94
0.8261,0.9556250000000008,35,15.290000000000013,,hard,16,0,barnes_group,0.007493790239095688,20,0.1553,19,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,16,1,12288,95
0.8337,0.9790909090909093,35,21.540000000000006,,hard,22,0,barnes_group,-0.033262657622496285,25,0.1545,18,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,22,1,12416,96
0.8607,0.964117647058824,35,16.390000000000008,,hard,17,0,barnes_group,0.04880142336090406,25,0.1537,19,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,17,1,12544,97
0.9722,0.9790476190476188,35,20.559999999999995,,hard,21,0,barnes_group,-0.003467696408430735,24,0.153,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,21,1,12672,98
0.9012,0.9652941176470594,35,16.41000000000001,,hard,17,0,barnes_group,0.016793619841337204,18,0.1522,20,0,,1729,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,17,1,12800,99
0.6632,0.11999999999999937,35,0.11999999999999937,,hard,1,0,barnes_group,0.8132383724053701,1,0.25,27,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,1,1,128,0
0.9363,-0.9100000000000006,0,-0.9100000000000006,,hard,0,0,barnes_group,0.7932769656181335,0,0.2487,37,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,256,1
0.7689,-0.9300000000000006,0,-0.9300000000000006,,hard,0,0,barnes_group,0.03416538735230764,0,0.2475,23,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,384,2
0.841,-0.9000000000000006,0,-0.9000000000000006,,hard,0,0,barnes_group,0.12502769380807877,0,0.2463,28,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,512,3
0.89,-0.9300000000000006,0,-0.9300000000000006,,hard,0,0,barnes_group,0.09839871774117152,0,0.245,32,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,640,4
0.98,-0.8400000000000005,0,-0.8400000000000005,,hard,0,0,barnes_group,0.11671510835488637,0,0.2438,35,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,768,5
1.0208,-0.8700000000000006,0,-0.8700000000000006,,hard,0,0,barnes_group,0.06520468617479007,0,0.2426,30,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,896,6
1.1288,-0.6900000000000004,0,-0.6900000000000004,,hard,0,0,barnes_group,0.08877772837877274,0,0.2414,34,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1024,7
1.2468,-0.7300000000000004,0,-0.7300000000000004,,hard,0,0,barnes_group,0.062113224218289055,0,0.2402,37,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1152,8
1.3287,-0.7100000000000004,0,-0.7100000000000004,,hard,0,0,barnes_group,0.027170362571875255,0,0.239,29,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1280,9
1.2557,-0.6800000000000004,0,-0.6800000000000004,,hard,0,0,barnes_group,-0.0003092177212238312,0,0.2378,26,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1408,10
1.4524,-0.8100000000000005,0,-0.8100000000000005,,hard,0,0,barnes_group,-0.010539996127287546,0,0.2366,26,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1536,11
1.3918,-0.8300000000000005,0,-0.8300000000000005,,hard,0,0,barnes_group,-0.011586731920639673,0,0.2354,28,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1664,12
1.1606,-0.7400000000000004,0,-0.7400000000000004,,hard,0,0,barnes_group,0.013701402892669043,0,0.2342,32,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1792,13
1.0542,-0.7600000000000005,0,-0.7600000000000005,,hard,0,0,barnes_group,0.14652898907661438,0,0.2331,26,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,1920,14
1.021,-0.7300000000000004,0,-0.7300000000000004,,hard,0,0,barnes_group,0.0845255379875501,0,0.2319,30,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2048,15
1.06,-0.6600000000000004,0,-0.6600000000000004,,hard,0,0,barnes_group,0.02134856457511584,0,0.2307,31,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2176,16
1.0782,-0.7000000000000004,0,-0.7000000000000004,,hard,0,0,barnes_group,0.08788964649041493,0,0.2296,31,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2304,17
1.133,-0.7200000000000004,0,-0.7200000000000004,,hard,0,0,barnes_group,-0.01575431103507678,0,0.2284,25,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2432,18
1.2022,-0.7200000000000004,0,-0.7200000000000004,,hard,0,0,barnes_group,0.002160780131816864,0,0.2273,36,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2560,19
1.1147,-0.7300000000000004,0,-0.7300000000000004,,hard,0,0,barnes_group,0.04232552026708921,0,0.2262,26,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2688,20
1.1773,-0.7600000000000003,0,-0.7600000000000003,,hard,0,0,barnes_group,0.05111141875386238,0,0.225,36,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2816,21
1.3446,-1.0000000000000007,0,-1.0000000000000007,,hard,0,0,barnes_group,0.026020991305510204,0,0.2239,29,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,2944,22
1.4138,-1.2200000000000009,0,-1.2200000000000009,,hard,0,0,barnes_group,-0.019173682977755863,0,0.2228,27,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3072,23
1.4665,-1.0500000000000005,0,-1.0500000000000005,,hard,0,0,barnes_group,0.03303012500206629,0,0.2217,33,1,,1730,experiments/results/loophole_learning_metrics_hard_barnes_group_927708_0_20260807_135845,0,0,3200,24
